Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-02-03,SBIN,EQ,302.6,303.0,306.85,295.35,298.5,298.1,300.62,56060158,1685294749210000.0,340547,11049264,0.19710000000000003
2020-02-04,SBIN,EQ,298.1,302.9,307.55,297.1,305.9,306.25,303.37,51141567,1551467924125000.0,275826,9064427,0.1772
2020-02-05,SBIN,EQ,306.25,306.9,313.65,304.6,311.0,311.0,309.09,35014841,1082278292160000.0,193574,5337091,0.1524
2020-02-06,SBIN,EQ,311.0,311.2,323.5,310.1,321.05,321.95,318.1,57757656,1837296207090000.2,307485,13498509,0.23370000000000002
2020-02-07,SBIN,EQ,321.95,321.5,325.0,318.4,319.8,320.55,322.0,37126803,1195488066195000.0,206969,6088628,0.16399999999999998
2020-02-10,SBIN,EQ,320.55,319.8,322.8,316.5,318.5,318.5,318.8,24816396,791140718220000.0,152107,3434171,0.1384
2020-02-11,SBIN,EQ,318.5,321.05,325.8,321.05,324.5,324.35,323.44,30188757,976435322225000.0,203738,7579256,0.2511
2020-02-12,SBIN,EQ,324.35,329.9,329.9,319.25,320.4,320.2,323.8,38930849,1260600267305000.0,212834,8588134,0.2206
2020-02-13,SBIN,EQ,320.2,322.0,330.95,322.0,327.5,327.45,327.78,62516057,2049120354850000.0,345413,18083050,0.2893
2020-02-14,SBIN,EQ,327.45,328.1,331.9,318.55,319.9,319.4,324.61,48205947,1564825191110000.0,260920,7368129,0.1528
2020-02-17,SBIN,EQ,319.4,320.95,321.15,311.65,314.7,314.2,314.88,36950692,1163491897175000.0,244850,6525823,0.1766
2020-02-18,SBIN,EQ,314.2,315.4,319.2,309.4,318.05,317.55,313.46,38588583,1209603711435000.0,226792,4792239,0.1242
2020-02-19,SBIN,EQ,317.55,322.3,324.0,317.25,320.2,320.35,320.2,39846727,1275896301930000.0,229162,8272416,0.2076
2020-02-20,SBIN,EQ,320.35,319.35,329.2,318.75,327.9,327.65,325.2,40150409,1305709075920000.0,261607,9278148,0.2311
2020-02-24,SBIN,EQ,327.65,325.75,331.3,321.85,322.8,322.95,326.73,45273936,1479256059850000.0,268314,9007886,0.19899999999999998
2020-02-25,SBIN,EQ,322.95,325.9,328.15,322.2,327.75,326.8,325.65,39050709,1271695915240000.0,236225,6650100,0.1703
2020-02-26,SBIN,EQ,326.8,324.85,330.8,324.2,328.15,328.2,327.58,43915281,1438594292605000.0,237750,8452992,0.1925
2020-02-27,SBIN,EQ,328.2,328.0,330.0,318.0,321.65,321.95,322.89,47010040,1517929170515000.0,254847,7532367,0.1602
2020-02-28,SBIN,EQ,321.95,312.0,314.65,301.1,304.6,303.0,308.09,59705346,1839448490850000.0,332224,13393858,0.2243
2020-03-02,SBIN,EQ,303.0,311.0,312.0,284.05,287.6,287.4,300.12,66711413,2002113366115000.2,374435,11365660,0.1704
2020-03-03,SBIN,EQ,287.4,293.0,294.4,285.3,290.5,289.85,289.46,61949382,1793208725525000.0,351083,7408839,0.11960000000000001
2020-03-04,SBIN,EQ,289.85,291.8,293.0,275.1,284.95,285.3,283.13,73675736,2086014630009999.8,369109,15491921,0.21030000000000001
2020-03-05,SBIN,EQ,285.3,290.9,298.4,270.0,287.55,288.5,286.17,149245973,4270996120110000.0,705570,22586614,0.15130000000000002
2020-03-06,SBIN,EQ,288.5,268.0,274.4,253.95,269.8,270.5,268.89,106043172,2851434066560000.0,538814,32575473,0.3072
2020-03-09,SBIN,EQ,270.5,260.05,262.75,251.15,252.3,253.45,256.54,101294751,2598661224530000.0,539589,34813152,0.3437
2020-03-11,SBIN,EQ,253.45,253.0,258.5,243.1,244.25,245.1,250.69,90847179,2277458291895000.0,473850,22693795,0.24980000000000002
2020-03-12,SBIN,EQ,245.1,231.9,231.9,208.6,215.4,212.6,220.65,99770256,2201455002384999.8,582694,25872471,0.2593
2020-03-13,SBIN,EQ,212.6,200.0,248.8,184.65,244.25,242.0,226.87,155703140,3532409333169999.5,908228,41111112,0.264
2020-03-16,SBIN,EQ,242.0,227.9,231.4,220.6,223.35,223.35,225.85,75584607,1707060599190000.0,520840,17677693,0.2339
2020-03-17,SBIN,EQ,223.35,227.2,229.9,212.05,213.9,215.15,223.23,65414721,1460225559295000.0,437283,14715787,0.225
2020-03-18,SBIN,EQ,215.15,221.0,223.15,200.1,215.75,215.2,209.42,101405421,2123603016745000.0,627917,24467084,0.2413
2020-03-19,SBIN,EQ,215.2,202.95,219.75,198.15,203.45,203.65,207.44,93535977,1940266347575000.0,617960,18204248,0.19460000000000002
2020-03-20,SBIN,EQ,203.65,205.55,215.7,200.0,208.85,209.85,208.91,77393021,1616834431780000.0,470053,14162086,0.18300000000000002
2020-03-23,SBIN,EQ,209.85,190.0,199.5,180.25,181.95,181.6,186.66,61751758,1152646468555000.0,613264,28334874,0.45890000000000003
2020-03-24,SBIN,EQ,181.6,190.95,191.95,173.55,185.4,183.2,183.93,67492010,1241378519585000.0,512638,10752974,0.1593
2020-03-25,SBIN,EQ,183.2,178.0,195.25,176.45,190.6,189.9,185.5,71568237,1327586482935000.0,512710,13043803,0.18230000000000002
2020-03-26,SBIN,EQ,189.9,191.55,201.0,185.1,193.25,192.75,193.7,107260674,2077641421725000.0,622633,26816804,0.25
2020-03-27,SBIN,EQ,192.75,202.0,211.9,195.0,195.15,195.95,202.07,114746995,2318744058715000.0,777296,17396509,0.1516
2020-03-30,SBIN,EQ,195.95,190.0,195.0,186.25,186.8,186.9,190.76,60083237,1146142329775000.0,438701,15638283,0.26030000000000003
2020-03-31,SBIN,EQ,186.9,192.0,198.5,188.05,196.0,196.85,193.17,59543906,1150237548905000.0,402063,12933855,0.2172
2020-04-01,SBIN,EQ,196.85,194.0,194.5,185.25,187.0,186.55,188.22,52954482,996714986515000.0,400004,15025872,0.2838
2020-04-03,SBIN,EQ,186.55,187.55,188.2,175.0,176.0,175.5,178.56,64455937,1150914535040000.0,589657,22742948,0.3528
2020-04-07,SBIN,EQ,175.5,184.4,187.3,177.6,185.75,186.4,182.25,72133717,1314668222320000.0,486914,15551736,0.21559999999999999
2020-04-08,SBIN,EQ,186.4,182.9,194.4,180.45,182.8,183.0,186.6,80436673,1500987488725000.0,501541,12076385,0.1501
2020-04-09,SBIN,EQ,183.0,188.0,190.0,183.6,187.55,187.75,187.2,62417301,1168453163640000.0,366071,9350138,0.14980000000000002
2020-04-13,SBIN,EQ,187.75,186.8,188.7,183.1,184.05,183.5,184.91,51847574,958710398310000.0,290728,12593076,0.2429
2020-04-15,SBIN,EQ,183.5,187.0,191.95,180.15,183.0,182.35,186.79,72190294,1348459609345000.0,434961,14918003,0.2066
2020-04-16,SBIN,EQ,182.35,182.0,189.9,180.25,189.1,188.5,185.39,61165997,1133940546940000.0,355374,10924032,0.1786
2020-04-17,SBIN,EQ,188.5,196.0,198.0,186.3,192.9,193.25,191.2,89858053,1718051967380000.0,490326,15714285,0.1749
2020-04-20,SBIN,EQ,193.25,194.0,197.35,190.05,192.1,192.5,193.79,81961666,1588337369040000.0,443580,13017282,0.15880000000000002
2020-04-21,SBIN,EQ,192.5,188.0,188.2,183.0,185.0,184.75,185.45,53043573,983687783754999.9,312425,13851290,0.2611
2020-04-22,SBIN,EQ,184.75,185.5,189.5,181.35,187.85,188.7,185.69,61503792,1142060839440000.0,330480,10966102,0.1783
2020-04-23,SBIN,EQ,188.7,187.75,189.9,185.15,186.2,186.7,187.59,50957437,955907295125000.0,293810,9331208,0.18309999999999998
2020-04-24,SBIN,EQ,186.7,184.0,184.0,179.0,180.15,179.75,181.25,65146846,1180784226895000.0,416448,21469774,0.3296
2020-04-27,SBIN,EQ,179.75,183.5,183.5,180.5,181.0,180.9,181.89,43003001,782162242715000.0,228810,11778938,0.27390000000000003
2020-04-28,SBIN,EQ,180.9,182.0,185.35,181.2,184.5,184.3,183.38,49590249,909380955160000.0,224161,16604968,0.3348
2020-04-29,SBIN,EQ,184.3,185.0,191.8,183.5,189.55,190.1,187.61,57470639,1078219769925000.0,310886,19558253,0.3403
2020-04-30,SBIN,EQ,190.1,193.5,195.9,189.7,190.2,190.5,193.16,63069460,1218265376120000.0,366664,16861785,0.26739999999999997
2020-05-04,SBIN,EQ,190.5,182.45,183.5,178.0,179.3,178.85,179.95,58122608,1045899224354999.9,488730,24655136,0.4242
2020-05-05,SBIN,EQ,178.85,181.0,181.25,168.8,171.4,170.4,174.56,91050629,1589416526095000.0,637656,32473844,0.3567
2020-05-06,SBIN,EQ,170.4,171.15,173.3,166.55,171.95,171.1,170.24,73156881,1245454378380000.0,446943,12890724,0.17620000000000002
2020-05-07,SBIN,EQ,171.1,170.85,172.55,168.8,170.95,170.75,170.58,42944139,732545614185000.0,270188,9345582,0.21760000000000002
2020-05-08,SBIN,EQ,170.75,172.45,173.8,166.1,166.9,166.65,169.16,55935527,946221959560000.0,387275,15664803,0.2801
2020-05-11,SBIN,EQ,166.65,167.95,168.9,165.0,165.25,165.45,166.54,54594499,909226258029999.9,358472,11375721,0.2084
2020-05-12,SBIN,EQ,165.45,164.2,168.5,160.85,167.1,166.9,163.7,70752913,1158247438695000.0,412383,21334322,0.3015
2020-05-13,SBIN,EQ,166.9,178.55,178.55,170.5,174.5,174.1,174.09,81721884,1422724408175000.0,409330,22769458,0.2786
2020-05-14,SBIN,EQ,174.1,170.95,171.75,167.5,168.3,167.95,169.36,48137099,815231812335000.0,277659,12710652,0.2641
2020-05-15,SBIN,EQ,167.95,167.95,168.25,164.7,166.45,166.4,166.17,35498484,589876944260000.0,225551,6968087,0.1963
2020-05-18,SBIN,EQ,166.4,166.4,166.4,155.0,155.45,155.3,157.74,77350889,1220116853980000.0,585750,28349251,0.3665
2020-05-19,SBIN,EQ,155.3,157.5,157.85,152.4,153.05,152.8,154.9,71522983,1107913648320000.1,402913,18090042,0.2529
2020-05-20,SBIN,EQ,152.8,153.0,155.25,151.15,153.6,153.4,152.99,66178068,1012462487660000.0,339861,23149357,0.3498
2020-05-21,SBIN,EQ,153.4,153.65,156.15,151.5,152.0,151.95,154.02,61150189,941842926570000.1,358655,21174615,0.34630000000000005
2020-05-22,SBIN,EQ,151.95,152.0,155.6,149.45,151.1,150.85,151.9,87069955,1322611217165000.0,485367,21241024,0.244
2020-05-26,SBIN,EQ,150.85,152.4,153.2,150.2,151.6,151.4,151.82,48281208,732986234760000.0,248836,15952717,0.33039999999999997
2020-05-27,SBIN,EQ,151.4,151.95,160.8,150.8,158.6,158.6,155.74,88206678,1373707867355000.0,380745,23542822,0.2669
2020-05-28,SBIN,EQ,158.6,159.45,162.4,156.7,157.9,158.2,159.38,76970390,1226735405365000.0,364211,15994004,0.2078
2020-05-29,SBIN,EQ,158.2,156.1,161.9,155.2,161.3,161.3,159.32,58368035,929937274079999.9,291350,14595507,0.25010000000000004
2020-06-01,SBIN,EQ,161.3,164.0,171.4,163.35,169.9,170.05,168.77,92742124,1565201738610000.0,437760,20415146,0.22010000000000002
2020-06-02,SBIN,EQ,170.05,169.9,171.3,167.2,170.55,170.25,169.27,70422258,1192035353205000.0,325940,14298035,0.203
2020-06-03,SBIN,EQ,170.25,172.5,179.9,172.0,174.65,174.9,176.2,113173574,1994168889900000.0,539428,25775845,0.2278
2020-06-04,SBIN,EQ,174.9,174.9,177.65,171.5,174.5,174.05,174.31,83495015,1455360101505000.0,384768,16557717,0.19829999999999998
2020-06-05,SBIN,EQ,174.05,176.55,189.8,176.0,189.25,187.8,182.62,201325176,3676580798690000.0,858150,37943833,0.18850000000000003
2020-06-08,SBIN,EQ,187.8,197.0,197.5,185.8,186.5,186.8,191.97,151750421,2913083608455000.0,727718,42655560,0.2811
2020-06-09,SBIN,EQ,186.8,187.7,191.0,183.35,183.75,184.45,187.15,96656234,1808885154745000.0,462962,18258079,0.1889
2020-06-10,SBIN,EQ,184.45,184.55,189.0,183.8,188.8,187.7,186.08,67335901,1252974145510000.0,330207,11188551,0.16620000000000001
2020-06-11,SBIN,EQ,187.7,188.0,190.4,176.35,177.2,177.15,183.03,91729798,1678903368355000.0,478372,23909641,0.2607
2020-06-12,SBIN,EQ,177.15,170.0,180.0,169.8,178.85,179.15,174.57,92761694,1619356956390000.0,424338,15372122,0.16570000000000001
2020-06-15,SBIN,EQ,179.15,177.85,177.85,172.0,173.55,173.7,174.05,63617286,1107282774565000.0,314930,11872928,0.18660000000000002
2020-06-16,SBIN,EQ,173.7,178.0,178.95,169.4,172.55,172.9,174.16,63929925,1113374395129999.9,295248,9484014,0.1484
2020-06-17,SBIN,EQ,172.9,171.0,176.2,169.25,172.8,172.95,173.19,73867145,1279334437445000.0,337640,10915007,0.1478
2020-06-18,SBIN,EQ,172.95,172.4,180.65,171.1,180.0,179.65,176.37,58262367,1027582603810000.0,274070,12595472,0.2162
2020-06-19,SBIN,EQ,179.65,180.3,184.95,179.5,184.25,184.5,182.93,76897890,1406723474235000.0,324544,15049467,0.1957
2020-06-22,SBIN,EQ,184.5,185.0,191.75,184.25,187.9,187.7,188.68,80024673,1509941481520000.0,412445,16662588,0.2082
2020-06-23,SBIN,EQ,187.7,189.6,193.1,187.85,192.95,192.45,191.05,65487726,1251132709290000.0,318473,8162620,0.2327
2020-06-24,SBIN,EQ,192.45,194.8,194.9,183.9,184.5,184.6,189.87,74670206,1417786445910000.0,374457,16254665,0.2177
2020-06-25,SBIN,EQ,184.6,182.2,186.8,180.4,185.7,185.25,184.27,73626947,1356703783825000.0,337252,12483960,0.1696
2020-06-26,SBIN,EQ,185.25,188.0,188.6,183.8,184.65,184.6,185.69,49178705,913182607104999.9,213443,8422000,0.17129999999999998
2020-06-29,SBIN,EQ,184.6,183.0,183.1,178.5,179.45,179.25,179.99,50967079,917363428820000.1,268482,12190968,0.23920000000000002
2020-06-30,SBIN,EQ,179.25,181.1,182.9,177.25,179.05,178.45,179.88,43616291,784576710805000.0,211383,8345103,0.1913
2020-07-01,SBIN,EQ,178.45,179.45,185.4,178.6,184.6,184.8,182.86,54015536,987726224315000.0,248849,10498374,0.19440000000000002
2020-07-02,SBIN,EQ,184.8,185.65,188.0,184.0,185.6,185.45,186.13,52127613,970237460360000.0,251208,7943823,0.1524
2020-07-03,SBIN,EQ,185.45,186.65,186.85,183.4,184.65,184.7,184.82,38050996,703253851910000.0,169515,6310460,0.16579999999999998
2020-07-06,SBIN,EQ,184.7,186.6,189.85,186.15,187.9,188.05,188.35,43789749,824796304170000.0,215925,9492655,0.2168
2020-07-07,SBIN,EQ,188.05,187.0,189.2,184.05,188.0,188.6,186.66,55124984,1028940517390000.0,245296,7395581,0.1342
2020-07-08,SBIN,EQ,188.6,188.9,197.45,188.4,191.7,191.9,194.17,143083196,2778284548970000.0,620914,33127615,0.23149999999999998
2020-07-09,SBIN,EQ,191.9,192.8,201.0,192.55,199.85,199.1,196.73,89540860,1761545986925000.0,394257,18566358,0.2074
2020-07-10,SBIN,EQ,199.1,198.0,202.5,194.8,195.5,195.6,198.49,111410003,2211416277255000.0,501575,16941444,0.1521
2020-07-13,SBIN,EQ,195.6,198.8,199.8,191.6,193.0,192.7,194.57,61952344,1205413866515000.0,271373,11005895,0.1777
2020-07-14,SBIN,EQ,192.7,192.3,192.3,184.6,186.35,186.05,187.11,62243325,1164620201475000.0,308731,11999553,0.19280000000000003
2020-07-15,SBIN,EQ,186.05,187.95,189.95,183.0,184.5,183.8,186.97,58528072,1094321035785000.0,257119,8885886,0.1518
2020-07-16,SBIN,EQ,183.8,185.0,186.95,181.65,186.0,186.25,184.69,46549518,859701719754999.9,222270,4223776,0.0907
2020-07-17,SBIN,EQ,186.25,186.8,189.5,185.0,189.5,188.2,186.87,47035751,878970969454999.9,214673,7773003,0.1653
2020-07-20,SBIN,EQ,188.2,190.0,193.25,188.75,190.55,190.75,191.29,45680606,873835581825000.0,232252,7614254,0.16670000000000001
2020-07-21,SBIN,EQ,190.75,192.45,196.2,191.5,194.5,194.4,194.0,59286092,1150176080210000.0,274154,14017289,0.2364
2020-07-22,SBIN,EQ,194.4,195.7,196.75,190.1,192.15,192.0,192.7,62276770,1200099612335000.0,265443,9648381,0.1549
2020-07-23,SBIN,EQ,192.0,192.4,199.1,191.15,198.25,198.25,195.98,70802269,1387553634975000.0,303119,15316728,0.2163
2020-07-24,SBIN,EQ,198.25,195.7,196.3,190.65,191.95,191.95,192.79,65266228,1258257667465000.0,277739,12514462,0.1917
2020-07-27,SBIN,EQ,191.95,193.0,193.2,186.5,187.3,187.15,188.31,50714366,955026176179999.9,253742,8591985,0.16940000000000002
2020-07-28,SBIN,EQ,187.15,188.0,190.5,185.75,188.75,189.45,188.19,51490418,968985483675000.0,218359,8122193,0.1577
2020-07-29,SBIN,EQ,189.45,187.6,195.25,187.0,191.05,191.2,192.35,73766851,1418933877220000.0,310167,10700813,0.1451
2020-07-30,SBIN,EQ,191.2,192.5,193.5,186.05,186.85,186.55,189.37,48478733,918048085525000.0,231416,10830042,0.22340000000000002
2020-07-31,SBIN,EQ,186.55,188.0,194.85,186.7,191.05,191.45,191.75,145903102,2797705749520000.0,567541,19089678,0.1308
2020-08-03,SBIN,EQ,191.45,192.0,194.6,190.05,192.3,192.25,192.68,72457670,1396079084635000.0,308823,9698233,0.1338
2020-08-04,SBIN,EQ,192.25,193.35,193.8,190.5,191.95,191.6,191.84,43867110,841565223690000.0,176987,6362150,0.145
2020-08-05,SBIN,EQ,191.6,192.75,196.85,191.0,191.8,191.45,193.91,68888954,1335821017705000.0,271605,9480012,0.1376
2020-08-06,SBIN,EQ,191.45,192.3,194.5,190.25,191.15,190.95,192.34,59740299,1149068555685000.0,239032,7633674,0.1278
2020-08-07,SBIN,EQ,190.95,191.45,192.1,189.55,190.85,190.65,190.9,44822757,855666639590000.0,186761,9053179,0.20199999999999999
2020-08-10,SBIN,EQ,190.65,191.85,195.5,191.7,193.75,193.8,194.04,48785067,946613228900000.0,217990,11696209,0.2397
2020-08-11,SBIN,EQ,193.8,195.0,196.8,193.75,195.45,195.05,195.21,43892064,856798282980000.0,187086,10689304,0.24350000000000002
2020-08-12,SBIN,EQ,195.05,196.0,204.25,194.6,203.5,203.3,201.71,157820882,3183383239585000.0,635995,28141080,0.1783
2020-08-13,SBIN,EQ,203.3,205.5,207.3,200.75,202.35,201.9,203.84,70443500,1435914214215000.0,298211,15013653,0.21309999999999998
2020-08-14,SBIN,EQ,201.9,203.0,204.0,194.6,196.8,196.5,199.28,56176117,1119481149529999.9,263498,13133609,0.2338
2020-08-17,SBIN,EQ,196.5,198.45,198.65,191.5,193.45,193.1,193.46,54788249,1059952958620000.1,278249,15925259,0.2907
2020-08-18,SBIN,EQ,193.1,193.8,195.75,191.7,195.1,195.1,193.66,46295650,896542003600000.0,215268,7970561,0.1722
2020-08-19,SBIN,EQ,195.1,196.4,200.3,195.9,197.2,197.05,198.53,59302164,1177344788045000.0,265310,10065279,0.1697
2020-08-20,SBIN,EQ,197.05,194.0,196.35,193.25,194.95,194.75,194.88,37505379,730894174490000.0,193765,7719774,0.20579999999999998
2020-08-21,SBIN,EQ,194.75,199.0,201.5,197.65,198.1,198.4,199.63,68047789,1358454089575000.0,304905,14003071,0.20579999999999998
2020-08-24,SBIN,EQ,198.4,200.0,202.8,198.6,201.05,201.45,200.76,53866579,1081419664675000.0,250904,11069743,0.20550000000000002
2020-08-25,SBIN,EQ,201.45,204.0,208.45,202.7,208.25,207.95,206.34,105397006,2174812754795000.0,475915,24003422,0.2277
2020-08-26,SBIN,EQ,207.95,208.5,210.35,206.15,209.9,209.85,208.62,66750983,1392575921585000.0,304925,14858804,0.22260000000000002
2020-08-27,SBIN,EQ,209.85,210.5,216.5,210.5,216.0,215.65,214.22,80999489,1735174978530000.0,450426,20980013,0.259
2020-08-28,SBIN,EQ,215.65,217.0,225.9,216.8,225.4,224.85,222.03,95983850,2131162277795000.0,420611,19675199,0.20500000000000002
2020-08-31,SBIN,EQ,224.85,231.55,231.55,210.35,211.9,212.0,219.31,119990567,2631551580170000.0,562903,24560366,0.2047
2020-09-01,SBIN,EQ,212.0,213.1,218.9,211.2,218.7,218.1,215.58,75048317,1617922443475000.0,330635,10939215,0.1458
2020-09-02,SBIN,EQ,218.1,218.25,219.0,212.3,216.3,216.25,214.67,47608719,1022004444835000.0,224862,6554056,0.1377
2020-09-03,SBIN,EQ,216.25,217.5,218.25,212.3,213.3,213.15,214.54,38595597,828030662365000.0,195109,9594317,0.2486
2020-09-04,SBIN,EQ,213.15,210.0,212.3,205.9,207.5,206.6,208.61,54435819,1135601101770000.0,261047,10083849,0.1852
2020-09-07,SBIN,EQ,206.6,207.5,209.65,205.4,208.25,207.9,207.62,35687677,740944152705000.0,185712,3495554,0.09789999999999999
2020-09-08,SBIN,EQ,207.9,207.9,208.5,202.9,203.25,204.05,206.55,34147081,705294237280000.0,168151,4865434,0.14250000000000002
2020-09-09,SBIN,EQ,204.05,201.1,201.4,192.5,195.7,194.85,195.68,72716962,1422900065870000.0,414595,19860833,0.2731
2020-09-10,SBIN,EQ,194.85,197.7,201.45,195.2,198.55,198.15,198.48,67790247,1345525709910000.0,305442,8109659,0.11960000000000001
2020-09-11,SBIN,EQ,198.15,198.55,203.85,197.0,203.7,202.7,199.89,48488142,969231682554999.9,233409,5201360,0.1073
2020-09-14,SBIN,EQ,202.7,205.9,206.2,197.35,198.2,198.5,201.65,63606706,1282648329495000.0,299382,13449014,0.2114
2020-09-15,SBIN,EQ,198.5,199.9,201.0,197.1,199.8,200.15,199.05,51762796,1030343269525000.0,193091,12873389,0.2487
2020-09-16,SBIN,EQ,200.15,199.85,200.05,196.25,198.0,198.2,198.06,52407160,1037976843140000.0,348569,14578240,0.2782
2020-09-17,SBIN,EQ,198.2,197.0,198.0,195.0,195.7,195.45,196.19,41226058,808795175150000.0,297990,11413746,0.27690000000000003
2020-09-18,SBIN,EQ,195.45,196.0,197.2,189.7,192.95,192.6,193.79,55286449,1071391292560000.0,263886,15739695,0.2847
2020-09-21,SBIN,EQ,192.6,193.05,193.5,184.25,185.4,185.8,188.77,57614739,1087601639725000.0,311832,15185227,0.2636
2020-09-22,SBIN,EQ,185.8,186.15,188.3,181.15,187.0,186.2,185.25,51216440,948785552945000.1,278193,7158936,0.1398
2020-09-23,SBIN,EQ,186.2,188.15,188.95,181.0,184.15,183.8,184.03,44321881,815654811430000.0,233546,7118706,0.1606
2020-09-24,SBIN,EQ,183.8,181.1,181.8,175.5,176.45,176.35,178.59,46115352,823592943945000.0,286558,12700503,0.2754
2020-09-25,SBIN,EQ,176.35,179.0,182.75,176.15,182.25,182.2,179.71,46550618,836542652830000.0,213017,7170816,0.154
2020-09-28,SBIN,EQ,182.2,184.0,188.15,183.35,187.45,187.25,186.34,41921659,781151882755000.0,195148,6606392,0.1576
2020-09-29,SBIN,EQ,187.25,188.5,188.95,183.25,185.3,185.05,185.23,35688939,661075397495000.0,146100,3785103,0.1061
2020-09-30,SBIN,EQ,185.05,185.05,186.8,182.4,185.2,185.4,184.91,37642302,696034064575000.0,159069,5421166,0.14400000000000002
2020-10-01,SBIN,EQ,185.4,187.0,191.2,186.9,190.2,190.3,189.71,43589041,826938120705000.0,195571,7861957,0.1804
2020-10-05,SBIN,EQ,190.3,192.0,193.8,187.05,189.45,188.75,190.39,41694812,793829634085000.0,184563,4440433,0.10650000000000001
2020-10-06,SBIN,EQ,188.75,191.1,192.1,188.3,191.7,191.6,190.22,31098807,591554221460000.0,161429,3397274,0.1092
2020-10-07,SBIN,EQ,191.6,192.55,193.15,189.1,190.95,190.7,190.96,34578821,660301133020000.0,150721,3793581,0.1097
2020-10-08,SBIN,EQ,190.7,191.35,195.8,190.55,191.6,191.5,193.41,43351954,838465537145000.0,203970,8628169,0.19899999999999998
2020-10-09,SBIN,EQ,191.5,192.0,198.8,190.55,198.55,198.3,195.31,64908374,1267757359420000.0,277207,15862157,0.2444
2020-10-12,SBIN,EQ,198.3,199.7,205.95,197.25,199.0,198.7,201.34,69125880,1391763804490000.0,331018,9531119,0.1379
2020-10-13,SBIN,EQ,198.7,198.65,200.0,195.1,195.5,195.7,197.22,34949604,689286474945000.0,182813,3878144,0.111
2020-10-14,SBIN,EQ,195.7,194.05,200.9,193.05,199.1,200.05,196.49,40550062,796774151160000.0,198041,6204348,0.153
